"";"x"
"2305";1005
"2306";1511
"2307";553
"2308";553
"2309";1512
"2310";150
"2311";1006
"2312";1007
"2313";306
"2314";1008
"2315";327
"2316";1009
"2317";1513
"2318";432
"2319";433
"2320";1010
"2321";1514
"2322";312
"2323";2
"2324";99
"2325";1515
"2326";1516
"2327";1517
"2328";39
"2329";1011
"2330";140
"2331";21
"2332";216
"2333";216
"2334";216
"2335";216
"2336";1012
"2337";1013
"2338";1518
"2339";1014
"2340";1015
"2341";272
"2342";1519
"2343";1520
"2344";160
"2345";1521
"2346";434
"2347";107
"2348";1522
"2349";81
"2350";1523
"2351";1016
"2352";617
"2353";1524
"2354";435
"2355";1017
"2356";1018
"2357";1525
"2358";1019
"2359";1526
"2360";1020
"2361";554
"2362";554
"2363";499
"2364";26
"2365";38
"2366";239
"2367";239
"2368";239
"2369";1021
"2370";1527
"2371";1528
"2372";1022
"2373";1023
"2374";1529
"2375";1530
"2376";1531
"2377";96
"2378";1532
"2379";1024
"2380";1025
"2381";1533
"2382";19
"2383";19
"2384";1534
