"id","length","text","isbn_new","year_min","year_max","record","group"
1217,1,"harvard business review press","1--62527;1--63369;1--4221","2011","2017",3,16
1218,1,"harvard business school press","1--63369","2006","2006",1,815
1219,1,"harvard common press","1--55832","1995","1995",1,814
1220,1,"harvard education press","1--61250;1--934742","2008","2014",3,270
1221,1,"harvard university asia center","0--674","2012","2012",1,270
1222,1,"harvard university press","0--689;0--674;0--434","1953","2019",38,808
1223,1,"harvest house publishers","0--7369","2003","2018",2,1035
1224,1,"harvester wheatsheaf","0--7450","1992","1992",1,811
1225,1,"harvey miller","1--909400","2013","2013",1,801
1226,1,"harvey miller publishers","1--909400","2016","2016",1,803
1227,1,"harvill press","1--86046","2001","2001",1,1043
1228,1,"harwood academic publishers for the commission of the european communities","3--7186","1983","1983",1,804
1229,1,"hawk prints publishing","0--9855433","2012","2012",1,241
1230,1,"hay house inc","1--4019","2009","2010",2,75
1231,1,"hay house pub","1--78180","2016","2016",1,241
1232,1,"hayden books","1--56830","1997","1997",1,793
1233,1,"haymarket books","1--60846","2011","2019",8,243
1234,1,"haynes","1--62092","2013","2013",1,792
1235,1,"haynes north america","0--8019","2001","2001",1,796
1236,1,"haynes pub. group","1--62092","2012","2012",1,334
1237,1,"hazelden foundation","0--89486","1992","1992",1,789
1238,1,"head of zeus","1--78185;1--78854","2013","2018",2,61
1239,1,"head of zeus ltd","1--78669","2018","2018",1,791
1240,1,"headline","0--7472","1994","1994",1,1071
1241,1,"headline book pub","0--7553","2002","2002",1,782
1242,1,"headline publishing group","1--4722","2018","2018",1,1075
1243,1,"headmistress press","0--692","2014","2014",1,1079
1244,1,"health administration press","1--56793","2015","2015",1,16
1245,1,"health communications inc","0--7573","2016","2016",1,180
1246,1,"healy quinn publishers","0--9991034","2017","2017",1,180
1247,1,"hearst books","1--61837","2018","2018",1,180
1248,1,"heian international","0--89346","1996","1996",1,21
1249,1,"heinemann","0--325;0--370;0--435;0--434","1968","2018",4,327
1250,1,"heinemann educational","0--435","1978","1978",1,285
1251,1,"heinemann educational books","0--435","1971","1971",1,767
1252,1,"heinemann international","0--435","1994","1994",1,766
1253,1,"heinemann library","1--4109;1--4846;1--4329","2008","2015",4,95
1254,1,"heinle and heinle","0--534","1987","1987",1,763
1255,1,"helion and company limited","1--911512;1--912174","2018","2018",2,396
1256,1,"hendrickson publishers","1--56563","1999","1999",1,396
1257,1,"henery press","1--63511","2017","2017",1,761
1258,2,"henry holt and co;;henry holt and company","0--8050;1--62779","2009","2018",2,760
1259,1,"henry z. walck","0--8098","1965","1965",1,759
1260,1,"heritage books","0--7884","2007","2015",3,762
1261,1,"heritage books inc","0--7884","2012","2012",1,755
1262,1,"hermes house","1--84309","2003","2003",1,2
1263,1,"hey sup bye publishing","1--5369","2016","2016",1,159
1264,1,"higher education press","981--4412","2012","2012",1,753
1265,1,"hill and wang","0--8090","1963","1983",2,52
1266,1,"hippocrene books","0--87052","1992","1992",1,52
1267,1,"historical printing club","0--665","1981","1981",1,750
1268,1,"history press","1--4671;1--62619","2015","2015",2,52
1269,1,"hobby and work","88--7851","2006","2006",1,745
1270,1,"hodder","1--4736;0--340","2006","2016",4,55
1271,1,"hodder and stoughton","1--4736;1--4711;0--340","1973","2019",11,52
1272,1,"hodder and stoughton ltd","1--4447","2018","2018",1,16
1273,1,"hodder and stoughton paperbacks","0--297;0--340","1987","1987",1,1164
1274,1,"hodder children's books","1--4449","2015","2018",3,733
1275,1,"hodder education","1--4718;1--4441;1--5104","2013","2017",6,735
1276,1,"hodder headline","0--340","2003","2003",1,1171
1277,1,"hogarth shakespeare","0--8041","2017","2017",1,95
1278,1,"hogrefe","0--88937","2019","2019",1,1175
1279,1,"holiday house","0--8234","2001","2010",2,724
1280,1,"holman bible publishers","1--58640","2014","2014",1,718
1281,1,"holmes and meier publishers","0--8419","1981","1981",1,61
1282,1,"holt paperbacks","0--8050","2003","2003",1,743
1283,1,"hometown world","1--78553","2016","2016",1,16
1284,1,"hong kong conmilit","962--7128","1997","1997",1,16
1285,1,"hoopoe books","1--883536","2003","2003",1,16
1286,1,"hope outreach productions","0--692","2016","2016",1,16
1287,1,"hostelling international","1--55013","1995","1995",1,242
1288,1,"houghton","0--395","1973","1996",2,698
1289,1,"houghton mifflin","0--547;0--618;0--544;1--4395;0--613;1--4131;0--8191;0--395;0--329","1965","2008",11,186
1290,2,"houghton mifflin co;;houghton mifflin company","0--395;0--375;0--618","1993","2007",3,1235
1291,1,"houghton mifflin harcourt","0--547;1--4806;1--306;0--544;1--4481;1--328","2002","2018",8,10
1292,1,"house of stratus","1--84232;0--7551","2000","2012",3,367
1293,1,"howard university press","0--88258","1989","1989",1,17
1294,1,"hrd press","0--8144","1999","1999",1,1246
1295,1,"htjb inc","1--946136","2018","2018",1,2
1296,1,"human kinetics","1--306;0--87322;1--4504","1996","2014",3,689
1297,1,"human rights watch","1--56432;1--62313","2012","2017",5,421
1298,1,"humana press","1--62703;1--4939","2014","2019",10,23
1299,1,"hummingbird press","0--9995120","2018","2018",1,682
1300,1,"hunt and eaton","0--665","1984","1984",1,53
1301,1,"huntington library","0--87328","2003","2003",1,53
1302,1,"hurst and company","1--84904;3--03734","2016","2017",3,318
1303,1,"hutchinson","0--09","1972","1984",2,79
1304,1,"hyperfusion","1--4827","2012","2012",1,79
1305,1,"hyperion","0--345;0--7868;1--368","2005","2018",3,247
1306,1,"hyperion books for children","0--7868","2002","2002",1,659
1307,1,"hythloday press","1--4974","2013","2013",1,177
1308,1,"i.b. tauris","1--78076;0--85773;1--78673;1--78672;1--78831;1--78453;0--85772","2012","2018",14,657
1309,1,"i.b. tauris and co. ltd","1--78453","2017","2017",1,331
1310,1,"i.b. tauris publishers","0--85771;1--86064","2000","2000",1,236
1311,1,"ian books","1--9868","2018","2018",1,649
1312,1,"ibexa press","0--615","2011","2011",1,651
1313,1,"ibj book publishing","1--939550","2018","2018",1,652
1314,1,"ice publishing","0--7277","2008","2018",6,1311
1315,1,"icon books","1--84046;1--84831","2006","2010",2,1313
1316,1,"iconic publishing","0--9851388","2012","2012",1,206
1317,1,"iconlogic","1--932733","2016","2016",1,666
1318,1,"icono","958--8461","2012","2012",1,49
1319,1,"idea and design works","1--68405","2018","2018",1,633
1320,1,"ideals children's books","0--8249","1994","1994",1,12
1321,1,"idg books worldwide","0--7645","1998","1998",1,49
1322,1,"idw publishing","1--61377","2017","2017",1,622
1323,1,"ieee","0--7803;1--4673;1--5386;1--4799;1--5090","1992","2017",7,47
1324,1,"ieee computer society","0--7695","2001","2001",1,47
1325,1,"ieee computer society press","1--58113;0--8186","1997","1997",1,626
1326,1,"ieee press","1--119;1--4673;1--4799;0--470","1989","2017",4,641
1327,1,"ifrs foundation","1--911040","2018","2018",1,617
1328,1,"igi global","1--5225","2017","2019",5,616
1329,1,"igi publishing","1--4666","2012","2015",6,613
1330,1,"igip","1--61350","2011","2011",1,620
1331,1,"igloo books","1--78440","2015","2015",1,1359
1332,1,"igloo books ltd","0--85734","2016","2016",1,30
1333,1,"ignatius press","1--62164","2018","2018",1,96
1334,1,"iheringius","0--9575354","2013","2013",1,608
1335,1,"ikat press","0--9836610","2014","2014",1,16
1336,1,"il castello","88--6520","2015","2015",1,215
1337,1,"iliffe books","1--4831","1970","1970",1,602
1338,1,"illinois state university","1--321","2015","2015",1,59
1339,1,"illuminating engineering society","0--87995","2017","2017",1,383
1340,1,"image books","0--385","1980","1980",1,598
1341,1,"image comics","1--60706;1--63215;1--58240","2006","2016",6,596
1342,1,"image comics inc","1--5343","2017","2018",2,599
1343,1,"imaps","0--8194;0--930815","2002","2002",1,594
1344,1,"impact","1--4403","2014","2014",1,593
1345,1,"imperial college press","1--78326","2015","2015",1,590
1346,1,"independent women's forum","1--5001","2014","2014",1,588
1347,1,"indiana university press","0--253","1971","2017",4,10
1348,1,"indigo","1--78062","2015","2015",1,150
1349,1,"infact","0--9619952","1988","1988",1,150
1350,1,"infinite light","0--9884537","2014","2014",1,47
1351,1,"influence resources","1--938309","2013","2013",1,16
1352,1,"informa healthcare","0--203;1--4200","2006","2010",2,586
1353,1,"information age publishing","1--62396","2014","2014",1,658
1354,1,"information age publishing inc","1--62396;1--64113","2014","2018",2,583
1355,1,"information science reference","1--4666;1--5225","2013","2017",3,49
1356,1,"infusion nurses society","0--00","2016","2016",1,578
1357,1,"innovo publishing","1--61314","2012","2012",1,577
1358,1,"institute for career research","1--58511","2017","2017",1,584
1359,1,"institute of economic affairs","0--255","1994","1994",1,394
1360,1,"institute of electrical and electronics engineers","0--7803;0--7381","2001","2015",4,574
1361,1,"institute of electrical engineering","0--85296","1998","1998",1,575
1362,1,"institute of general semantics","0--9827559","2010","2010",1,30
1363,1,"institute of medival music","0--912024","1971","1971",1,569
1364,1,"institute of physics pub","0--7503","2000","2000",1,1443
1365,1,"institute of public administration","1--910393","2017","2017",1,127
1366,1,"institute press","0--9845695","2013","2013",1,127
1367,1,"institution of chemical engineers","1--4831","1984","1984",2,566
1368,1,"institution of engineering designers","1--912254","2018","2018",1,565
1369,1,"integral yoga® publications","0--932040","2013","2013",1,567
1370,1,"intellect","1--78320;1--84150","2010","2016",5,1455
1371,1,"intellect books","1--78320","2015","2015",1,559
1372,1,"intent design studio","0--9656405","2012","2012",1,30
1373,1,"inter-american development bank","1--59782","2006","2006",1,561
1374,1,"inter-american division publishing association","1--61161","2015","2015",1,563
1375,1,"inter-varsity press","0--85111","1983","1983",1,66
1376,1,"intercept","1--898298","2001","2001",1,66
1377,1,"international academic publishers","0--08","1990","1990",1,544
1378,1,"international business press","1--56024","1992","1992",1,545
1379,1,"international dyslexia association","0--89214","2012","2012",1,543
1380,1,"international monetary fund","1--4983;1--4639;1--4552;1--4843;1--4755;1--4519;1--283;1--4623;1--4518;1--5135","2007","2017",30,551
1381,1,"international monetary fund. european department","1--4983;1--5135","2016","2016",1,1495
1382,1,"international polar institute press","0--9829155","2016","2016",1,255
1383,1,"international polygonics","0--930330","1985","1985",1,536
1384,1,"international press","1--57146","2006","2006",1,538
1385,1,"international publishers","0--7178","1972","1972",1,533
1386,1,"intersentia","1--78068","2014","2016",4,530
1387,1,"intertec publications","0--89287","1996","1996",1,531
1388,1,"interuniversal press","1--939507","2013","2013",1,542
1389,1,"intervisual books","1--58117","2000","2000",1,525
1390,1,"ipc science and technology press ltd","0--902852","1972","1972",1,522
1391,1,"ipso books","1--911295","2016","2016",1,58
1392,1,"irish academic press","0--7165","2014","2014",1,107
1393,1,"irregular special press","1--901091","2014","2014",1,107
1394,1,"irvington","0--8290","1982","1982",1,107
1395,1,"irwin","0--256","1990","1990",1,29
1396,1,"irwin mcgraw-hill","0--07","2000","2000",1,2
1397,1,"isis","0--7531","2003","2003",1,3
1398,1,"isis audio books","1--74133;0--7531","2006","2006",1,514
1399,1,"isis large print","0--7531","1997","1998",2,3
1400,1,"island press","1--61091","1990","2016",4,3
1401,1,"issued by the passenger department of the oregon railroad and navigation co","0--665","1981","1981",1,3
1402,1,"iste","1--119;1--78548;1--84821","2012","2015",7,511
1403,2,"iste editions;;i̇ste editions","1--78405","2015","2016",2,509
1404,2,"iste limited;;iste ltd","1--119;1--84821","2014","2014",3,3
1405,1,"iste ltd;john wiley and sons inc","1--84821","2009","2009",1,68
1406,1,"iste press","1--78548","2018","2018",1,68
1407,1,"it governance publishing","1--84928","2015","2015",2,345
1408,1,"itchy coo","1--84502","2011","2011",1,345
1409,1,"iufost","1--4443","2009","2009",1,16
1410,1,"iuniverse","0--595;1--4697","2004","2012",2,503
1411,1,"iuniverse inc","0--595;1--4759","2008","2013",3,498
1412,1,"ivp academic","0--8308","2011","2011",1,496
1413,1,"ivp books","0--8308","2015","2015",1,141
1414,1,"ivy books","0--8041","1990","1997",3,2
1415,1,"ivy press","1--78240","2018","2018",1,25
1416,1,"iwa publishing","1--78040","2016","2016",1,26
1417,1,"j. aronson","0--87668","1983","1983",1,2
1418,2,"j. cape;;jonathan cape","1--78733;0--224","1965","2018",3,2
1419,1,"j. cooke and co.?","0--665","1981","1981",1,171
1420,2,"j. hopkins university press;;johns hopkins university press","1--4214;0--8018","1996","2018",11,171
1421,1,"j. messner","0--671","1972","1981",2,2
1422,1,"j. munsell's sons","0--665","1980","1981",2,484
1423,2,"j. murray;;john murray","0--665;0--7195;0--907978","1964","2001",4,494
1424,1,"j. paul getty museum","0--89236;1--60606","2007","2016",2,3
1425,1,"j. pōru getī bijutsukan","0--89236","1999","1999",1,3
1426,1,"j. ridgway","0--665","1986","1986",1,472
1427,1,"j. ross publishing","1--60427","2013","2013",1,2
1428,1,"j. wade","0--9623934","1989","1989",1,470
1429,2,"j. wiley;;john wiley","0--471;1--281;0--470","1980","2009",10,468
1430,2,"j. wiley and sons;;john wiley and sons","0--8220;0--471;1--119;0--470;1--118;1--4051","1973","2015",25,258
1431,1,"j.a. allen","0--85131","1981","1981",1,467
1432,1,"j.b. lippincott","0--665","1980","1980",1,465
1433,1,"j.j. keller and associates inc","1--60287","2014","2014",1,464
1434,1,"j.n. courtney publications","0--9967059","2016","2016",1,474
1435,1,"j.r. tate","1--5008","2015","2015",1,462
1436,1,"jai press","0--85724","2011","2011",1,460
1437,1,"jakobean publishing co","0--9976998","2016","2016",1,463
1438,1,"jaleen bultman-deardurff","1--9836","2018","2018",1,18
1439,1,"james clarke and co","0--227","2011","2015",4,457
1440,1,"james pub","1--58012","2000","2000",1,458
1441,1,"janusz kurtyka foundation","1--5310","2018","2018",1,456
1442,1,"jasmina susak","1--5186","2017","2017",1,454
1443,1,"jason aronson inc","1--4616","2004","2004",1,7
1444,1,"jbh publishing","1--4929","2013","2013",1,40
1445,1,"jennjett media","0--9994136","2017","2017",1,729
1446,1,"jenny white","0--9574250","2012","2012",1,1854
1447,1,"jenny's new game","0--9612806","1984","1984",1,1876
1448,2,"jessica kingsley publishers;;jessica kingsleypublishers","1--84310;1--283;1--78592;1--322;0--85700;1--84905;1--78450","2008","2019",14,1872
1449,1,"jewish museum","0--300","2014","2014",1,76
1450,1,"jewish publication society","0--8276","1998","1998",1,1870
1451,1,"jewishgen inc","1--939561","2017","2017",1,104
1452,1,"jh press","0--935672","1989","1989",1,104
1453,1,"jj toner publishers","1--908519","2016","2016",1,1864
1454,1,"jo fletcher","1--62365","2013","2013",1,1867
1455,1,"john beaufoy publishing","1--909612","2014","2014",1,1858
1456,1,"john benjamins","90--272","2014","2014",1,1856
1457,2,"john benjamins pub. co;;john benjamins publishing company","90--272","2010","2018",5,1853
1458,1,"john blake","1--84454","2008","2008",1,54
1459,1,"john blake publishing limited","1--78606","2016","2016",1,52
1460,1,"john day co","0--381","1973","1973",1,2
1461,1,"john libbey eurotext","2--7420","2006","2007",2,3
1462,1,"john libbey publishing ltd","0--86196","2017","2017",1,3
1463,1,"john muir publications","1--63121;1--56691;1--61238","20uu","20uu",1,104
1464,1,"john murray learning","1--4736","2014","2018",2,1830
1465,1,"john murray publisher ltd","0--7195","1984","1984",1,2
1466,2,"john wiley and sons  inc;;john wiley and sons inc","1--118;1--119;1--322;0--470","2011","2019",19,1838
1467,1,"john wiley and sons ltd","1--118;1--119;0--470;1--4051","2000","2018",10,1874
1468,1,"johnbenjamins pub","1--58811;90--272","2004","2004",1,1828
1469,1,"johnny sundby photography","0--9747152","2005","2005",1,300
1470,1,"johns hopkins press","0--665","1981","1981",1,1822
1471,1,"johnson institute","1--56246","1998","1998",1,3
1472,1,"johnson reprint corp.","0--85409","1969","1969",1,181
1473,1,"joint commission","1--59940","2015","2015",1,181
1474,1,"jones and bartlett learning","1--284;1--4496","2012","2018",6,181
1475,1,"joshua dalzelle","1--4840","2013","2013",1,223
1476,1,"jossey-bass","1--118;0--87589;1--119","1979","2017",5,16
1477,1,"jove","0--515","1980","1998",5,86
1478,1,"jove books","0--515","1990","1998",3,1814
1479,1,"jove publications","0--515","1965","1965",1,143
1480,1,"jump! inc","1--62031","2017","2017",1,1820
