id,length,text,publisher_pro,isbn_new,year_min,year_max,record,walktrap-pre-unweighted-nimp,walktrap-pre-unweighted-imp,louvain-pre-unweighted-nimp,louvain-pre-unweighted-imp,infomap-pre-unweighted-nimp,infomap-pre-unweighted-imp
2764,1,qeb,qeb,1--68297;1--78493,2018,2018,1,40,40,1523,1523,140,135
2766,1,qed publishing,qed publishing,1--78493,2017,2017,1,40,40,1523,1523,140,135
2765,1,qeb publishing inc,qeb publishing inc,1--60992,2016,2016,1,583,583,1524,1524,1607,1139
2768,1,quadrille publishing,quadrille publishing,1--84949,2014,2014,1,588,588,1525,1525,1111,1664
2770,1,quality chess,quality chess,1--907982,2014,2014,1,577,577,1526,1526,1112,1665
2771,1,quartet books,quartet books,0--7043,1976,1997,4,421,421,1527,1527,480,570
3716,1,women's press,women's press,0--7043,1987,1987,1,421,421,1527,1527,480,570
2773,1,quarto publishing for prospero books,quarto publishing for prospero books,1--55267,2000,2000,1,574,574,1528,1528,1608,1140
70,1,addison wesley longman,addison wesley longman,0--582,1997,1997,1,11,11,1529,1529,107,106
71,1,addison wesley professional,addison wesley professional,0--321,2008,2008,1,11,11,1529,1529,107,106
76,1,adobe press,adobe press,0--13,2016,2016,1,11,11,1529,1529,9,9
119,1,allyn and bacon,allyn and bacon,0--205,1985,1985,1,11,11,1529,1529,9,9
215,1,arc books,arc books,0--668,1971,1971,1,156,156,1529,1529,252,251
227,1,arco pub co,arco pub co,0--668,1977,1977,1,156,156,1529,1529,252,251
422,1,big nerd ranch,big nerd ranch,0--13,2017,2017,1,11,11,1529,1529,9,9
489,1,bobbs merrill,bobbs merrill,0--672,1983,1983,1,11,11,1529,1529,201,201
753,1,cisco press,cisco press,0--13;1--58720;1--58705;1--58714,2003,2015,4,11,11,1529,1529,362,362
1314,1,ft press,ft press,0--13,2010,2014,2,11,11,1529,1529,9,9
1457,1,h w sams,h w sams,0--672,1974,1988,3,11,11,1529,1529,201,201
1647,1,howard w sams,howard w sams,0--672,1983,1983,1,11,11,1529,1529,201,201
1677,1,ibm press pearson plc,ibm press pearson plc,0--13,2009,2009,1,11,11,1529,1529,9,9
2055,1,longman,longman,0--582;0--321;0--205,1971,2007,13,11,11,1529,1529,107,106
2056,1,longman group,longman group,0--582,1977,1977,1,11,11,1529,1529,107,106
2346,1,new riders,new riders,0--321;0--7357,2003,2013,3,11,11,1529,1529,107,106
2564,1,peachpit,peachpit,0--321,2008,2008,1,11,11,1529,1529,107,106
2569,1,pearson,pearson,0--7897;1--4082;0--273;1--299;0--13;0--205;0--672;0--321;1--4182;1--292,2010,2019,27,11,11,1529,1529,9,9
2570,1,pearson education,pearson education,0--13;0--7897;1--292,2004,2017,5,11,11,1529,1529,9,9
2571,1,pearson education inc,pearson education inc,0--13;0--321;1--292;0--205,2013,2018,5,11,11,1529,1529,9,9
2572,1,pearson education limited,pearson education limited,1--4479;1--292,2010,2015,3,11,11,1529,1529,9,9
2573,1,pearson education prentice hall,pearson education prentice hall,0--205,2011,2011,1,11,11,1529,1529,9,9
2576,1,pearson prentice hall,pearson prentice hall,0--13,2004,2010,7,11,11,1529,1529,9,9
2662,1,pitman,pitman,0--273,1979,1979,1,11,11,1529,1529,9,9
2708,1,prentice hall,prentice hall,0--13;84--237;0--668,1970,2015,27,156,156,1529,1529,252,251
2709,1,prentice hall books for young readers,prentice hall books for young readers,0--13,1987,1987,1,11,11,1529,1529,9,9
2775,1,que,que,0--13;0--88022;0--7897,1989,2018,13,11,11,1529,1529,9,9
2776,1,que publishing,que publishing,0--7897,2015,2015,1,11,11,1529,1529,9,9
2976,1,sams,sams,0--13;0--7686;0--672,2008,2017,6,11,11,1529,1529,201,201
3245,1,sunsoft press,sunsoft press,0--13,2003,2003,1,11,11,1529,1529,9,9
3574,1,vmware press,vmware press,0--13,2013,2013,2,11,11,1529,1529,9,9
3697,1,windmill,windmill,0--590;0--13;0--87807;0--694,1996,1996,1,4,4,1529,1529,12,159
2778,1,queens house,queens house,0--89244,1978,1978,1,576,576,1530,1530,1609,1141
2779,1,queenship pub co,queenship pub co,1--882972,1996,1996,1,570,570,1531,1531,1610,1666
1847,1,jo fletcher books,jo fletcher books,1--62365,2015,2015,1,96,96,1532,1532,147,144
2780,1,quercus,quercus,1--78648;1--62365;1--63506;1--78429,2011,2017,3,96,96,1532,1532,147,144
2877,1,riverrun,riverrun,1--78429,2016,2016,1,96,96,1532,1532,147,144
2782,1,quid pro books,quid pro books,1--61027,2016,2016,1,567,567,1533,1533,1113,1142
2784,1,quill ridge press inc,quill ridge press inc,0--937552,1982,1982,1,566,566,1534,1534,1611,1143
2785,1,quintessence,quintessence,1--85097,2014,2014,1,601,601,1535,1535,1612,1144
2786,1,quintessence pub co,quintessence pub co,0--86715,2011,2011,1,564,564,1536,1536,1114,1667
2787,1,quirk books,quirk books,1--59474;1--68369,2014,2018,3,491,491,1537,1537,445,571
2789,1,r e i press,r e i press,0--9626829,1991,1991,1,562,562,1538,1538,1613,1668
2790,1,r e krieger pub co,r e krieger pub co,0--89464,1989,1989,1,571,571,1539,1539,1115,1669
2791,1,r hale,r hale,0--7091;0--7090,1971,1988,3,543,543,1540,1540,345,346
2883,1,robert hale,robert hale,0--7091;0--7090,1980,1984,2,543,543,1540,1540,345,346
2792,1,r speller,r speller,0--8315,1979,1979,1,561,561,1541,1541,1116,1670
2793,1,r77 pub,r77 pub,1--58423,2004,2004,1,559,559,1542,1542,1614,1145
2794,1,rabbit publishers,rabbit publishers,1--943785,2017,2017,2,560,560,1543,1543,1117,1146
2796,1,racehorse for young readers,racehorse for young readers,1--63158,2019,2019,1,558,558,1544,1544,1615,1147
2798,1,rachel van dyken,rachel van dyken,0--9971451,2018,2018,1,556,556,1545,1545,1118,1148
2800,1,radius books,radius books,1--942185,2016,2018,2,616,616,1546,1546,1616,1671
2801,1,ragged banner,ragged banner,0--9816989,2014,2014,1,553,553,1547,1547,1119,1672
2803,1,rainbow horizons publishing,rainbow horizons publishing,1--55319,2013,2013,1,555,555,1548,1548,1120,1673
2804,1,rainbow pub,rainbow pub,1--887923,1996,1996,1,548,548,1549,1549,1617,1149
2805,1,rainforest books,rainforest books,0--9962600,2015,2015,1,625,625,1550,1550,1618,1150
2807,1,raintree steck vaughn,raintree steck vaughn,0--8114;0--7398;0--8172,1992,2001,3,145,145,1551,1551,224,224
3204,1,steck vaughn,steck vaughn,0--8114,1993,1993,1,145,145,1551,1551,224,224
2810,1,rand,rand,0--8330,2014,2014,1,342,342,1552,1552,448,451
2811,1,rand corporation,rand corporation,0--8330,2013,2016,6,342,342,1552,1552,448,451
2812,1,rand mcnally,rand mcnally,0--528,1982,1982,1,554,554,1553,1553,1121,1674
2823,1,rapp and whiting,rapp and whiting,0--85391,1973,1973,1,2128,2128,1554,1554,1122,1675
2825,1,raven press,raven press,0--89004,1984,1984,1,2126,2126,1555,1555,1619,1151
2826,1,ravette books,ravette books,1--85304,1988,1988,1,2127,2127,1556,1556,1620,1676
2827,1,raw spirituality,raw spirituality,0--9979914,2016,2016,1,2121,2121,1557,1557,1123,1152
2828,1,razeware llc,razeware llc,0--9896751,2013,2013,1,2120,2120,1558,1558,1124,1677
2830,1,rcb publications,rcb publications,0--9576725,2013,2013,1,2117,2117,1559,1559,1621,1678
2831,1,rea,rea,0--87891,1986,1986,1,540,540,1560,1560,560,452
2861,1,research and education association,research and education association,0--87891,1986,1993,3,540,540,1560,1560,560,452
2832,1,rea research and education association,rea research and education association,0--7386,2011,2011,1,2119,2119,1561,1561,1622,1679
2833,1,read books ltd,read books ltd,1--4465,2013,2013,1,2116,2116,1562,1562,1623,1153
2834,1,readaclassic com,readaclassic com,1--4664,2010,2010,1,302,302,1563,1563,561,572
2959,1,sage and scribe llc,sage and scribe llc,1--4664,2011,2011,1,302,302,1563,1563,561,572
2835,1,reader digest childrens books,reader digest childrens books,0--7944,2010,2010,1,283,283,1564,1564,308,336
2836,1,reader's digest children's books,reader's digest children's books,0--7944,2013,2013,1,283,283,1564,1564,308,336
3230,1,studio fun international inc,studio fun international inc,0--7944,2016,2016,1,283,283,1564,1564,308,336
2837,1,reader's digest press,reader's digest press,0--88349,1977,1977,1,2123,2123,1565,1565,1624,1680
2839,1,readers to eaters,readers to eaters,0--9836615,2012,2012,1,2113,2113,1566,1566,1625,1681
2840,1,reaktion,reaktion,1--86189,2002,2002,1,90,90,1567,1567,211,210
2841,1,reaktion books,reaktion books,1--86189;1--78023,2000,2017,9,90,90,1567,1567,211,210
2842,1,reaktion books ltd,reaktion books ltd,1--78023,2015,2015,1,90,90,1567,1567,211,210
2843,1,really great books,really great books,1--893329,2001,2001,1,2111,2111,1568,1568,1125,1154
2845,1,red chair press,red chair press,1--63440,2017,2019,3,308,308,1569,1569,562,573
2890,1,rocking chair kids,rocking chair kids,1--63440,2018,2018,1,308,308,1569,1569,562,573
2849,1,redemption press,redemption press,1--68314,2018,2018,1,2109,2109,1570,1570,1126,1682
2851,1,reece winstone archive and publishing,reece winstone archive and publishing,0--900814,1995,1995,1,2124,2124,1571,1571,1127,1683
2852,1,reel women media,reel women media,1--64008,2012,2012,1,2139,2139,1572,1572,1128,1684
2854,1,regnery pub,regnery pub,0--89526,2001,2001,1,537,537,1573,1573,563,574
2856,1,regnery publishing inc,regnery publishing inc,0--89526,1999,1999,1,537,537,1573,1573,563,574
2855,1,regnery publishing,regnery publishing,1--62157,2014,2019,2,2107,2107,1574,1574,1626,1155
2857,1,regnum books international,regnum books international,1--908355,2014,2014,1,2102,2102,1575,1575,1129,1156
2859,1,repeater,repeater,1--912248,2018,2018,1,2100,2100,1576,1576,1627,1157
2863,1,resources for infant educarers,resources for infant educarers,1--892560,2013,2013,1,2099,2099,1577,1577,1130,1685
2864,1,resources safety department of mines and petroleum,resources safety department of mines and petroleum,1--922149,2013,2013,1,2103,2103,1578,1578,1131,1686
2865,1,responsible management inc,responsible management inc,1--882382,1996,1996,1,2105,2105,1579,1579,1628,1687
2866,1,revell,revell,0--8007,2005,2005,1,311,311,1580,1580,564,453
3160,1,spire,spire,0--8007,1995,1995,1,311,311,1580,1580,564,453
2867,1,rhinegold education,rhinegold education,1--78305,2013,2013,1,2097,2097,1581,1581,1132,1158
2868,1,rice universe publishing,rice universe publishing,1--4942,2013,2013,1,2095,2095,1582,1582,1133,1159
2869,1,richard dennis,richard dennis,0--9553741,2012,2012,1,2094,2094,1583,1583,1629,1688
2870,1,richard k miller and associates,richard k miller and associates,1--57783,2015,2018,2,2096,2096,1584,1584,1134,1689
2871,1,richard k moore,richard k moore,1--4908,2014,2014,1,2098,2098,1585,1585,1630,1160
2872,1,rigby,rigby,0--433,2003,2003,1,2091,2091,1586,1586,1631,1161
2873,1,rigos professional education programs,rigos professional education programs,1--5007,2014,2014,1,2090,2090,1587,1587,1632,1690
2878,1,riverside publishing company,riverside publishing company,0--8292,1989,1989,1,2093,2093,1588,1588,1135,1162
1257,1,first second,first second,1--62672,2017,2017,1,184,184,1589,1589,286,283
2882,1,roaring brook press,roaring brook press,1--59643;1--62672,2014,2016,2,184,184,1589,1589,286,283
2884,1,robin trustman hofmann,robin trustman hofmann,0--9961068,2014,2014,1,2084,2084,1590,1590,1136,1163
2128,1,mapie books,mapie books,1--85487,1994,1994,1,176,176,1591,1591,273,274
2885,1,robinson pub,robinson pub,1--85487;1--85004,1984,1984,1,176,176,1591,1591,273,274
2889,1,rockbridge press,rockbridge press,1--62315,2014,2014,1,2080,2080,1592,1592,1137,1164
2774,1,quarto publishing group usa inc,quarto publishing group usa inc,1--63159;1--62788,2016,2016,1,71,71,1593,1593,148,143
2795,1,race point publishing a member of quarto publishing group,race point publishing a member of quarto publishing group,1--63106;1--62788,2015,2015,1,71,71,1593,1593,148,143
2891,1,rockport publishers,rockport publishers,1--63159;1--59253;1--62788,2012,2016,2,71,71,1593,1593,148,143
2893,1,rodale,rodale,1--57954,2004,2004,1,2079,2079,1594,1594,1633,1165
2897,1,rose river press,rose river press,0--9986245,2017,2017,1,2072,2072,1595,1595,1634,1691
2898,1,rosen pub group,rosen pub group,1--4042,2005,2005,1,2073,2073,1596,1596,1635,1166
2899,1,rosen publishing,rosen publishing,1--4488,2014,2014,1,2074,2074,1597,1597,1138,1692
2901,1,rosenfeld media,rosenfeld media,1--4571;1--933820,2011,2011,1,305,305,1598,1598,450,454
2902,1,rosetta books,rosetta books,0--7953,2011,2011,1,2135,2135,1599,1599,1139,1693
2903,1,round table companies,round table companies,1--61066,2012,2012,1,2071,2071,1600,1600,1140,1167
2905,1,rourke educational media,rourke educational media,1--68191;1--63430;1--64156,2015,2019,4,131,131,1601,1601,245,240
2907,1,rourke publishing llc,rourke publishing llc,1--63430,2015,2015,1,131,131,1601,1601,245,240
2910,1,routledge cavendish,routledge cavendish,1--84472,2007,2007,1,2060,2060,1602,1602,1141,1168
2918,1,rovereto tn,rovereto tn,88--7498,2014,2014,1,2053,2053,1603,1603,1636,1169
2922,1,rowman and littlefield education,rowman and littlefield education,1--4758,2012,2012,1,320,320,1604,1604,565,466
3299,1,technomic publishing co inc,technomic publishing co inc,1--4758,1997,1997,1,320,320,1604,1604,565,466
2923,1,rowman and littlefield international,rowman and littlefield international,1--78660;1--78348,2015,2018,5,163,163,1605,1605,274,290
2924,1,rowman and littlefield international ltd is an affiliate of rowman and littlefield lanham maryland,rowman and littlefield international ltd is an affiliate of rowman and littlefield lanham maryland,1--78660,2018,2018,1,163,163,1605,1605,274,290
2927,1,rowman and littlefield publishers inc,rowman and littlefield publishers inc,1--4616,2006,2006,1,2052,2052,1606,1606,1637,1170
2929,1,royal academy of arts,royal academy of arts,1--910350,2018,2018,1,2042,2042,1607,1607,1142,1171
2930,1,royal botanic gardens kew,royal botanic gardens kew,1--84246,2012,2012,1,2043,2043,1608,1608,1143,1172
2931,1,royal collection trust,royal collection trust,1--905686,2013,2013,1,2040,2040,1609,1609,1144,1694
2932,1,royal fireworks press,royal fireworks press,0--88092,2009,2009,1,2041,2041,1610,1610,1145,1173
2933,1,royal gunpowder mills,royal gunpowder mills,1--4923,2013,2013,1,2039,2039,1611,1611,1638,1695
2934,1,royal society of chemistry,royal society of chemistry,1--78801;1--78262;1--84973;1--84755,2010,2019,10,124,124,1612,1612,168,164
2937,1,rsc publishing,rsc publishing,1--84973,2013,2013,1,124,124,1612,1612,168,164
272,1,association of american medical colleges,association of american medical colleges,1--5238,2016,2016,1,141,141,1613,1613,237,237
661,1,cathy a corn,cathy a corn,1--5238,2016,2016,1,141,141,1613,1613,237,237
2935,1,royalty publishing house,royalty publishing house,1--7909;1--5238,2016,2018,2,141,141,1613,1613,237,237
2938,1,ruka press,ruka press,0--9855748,2013,2013,1,2037,2037,1614,1614,1146,1174
2936,1,rp kids,rp kids,0--7624,2013,2013,1,84,84,1615,1615,204,211
2939,1,running press,running press,0--7624;1--56138,1989,2015,2,84,84,1615,1615,204,211
2940,1,running prfess,running prfess,1--56138,1991,1991,1,84,84,1615,1615,204,211
2941,1,russell and russell,russell and russell,0--8462,1970,1970,1,2036,2036,1616,1616,1147,1696
2942,1,russell sage foundation,russell sage foundation,0--87154;1--61044,2006,2013,3,329,329,1617,1617,566,455
2943,1,russkii i a zyk,russkii i a zyk,5--200,1991,1991,1,2035,2035,1618,1618,1148,1175
2944,1,rutgers university press,rutgers university press,0--8135,1984,2018,4,2032,2032,1619,1619,1149,1697
2945,1,ryland peters and small,ryland peters and small,1--84975,2011,2014,2,2033,2033,1620,1620,1639,1698
2947,1,s bagster and sons,s bagster and sons,0--85150,1977,1977,1,2030,2030,1621,1621,1150,1176
2950,1,s french,s french,0--573,1983,1983,1,325,325,1622,1622,567,456
2978,1,samuel french,samuel french,0--573,1983,2018,10,325,325,1622,1622,567,456
2951,1,s j quast,s j quast,1--5375,2016,2016,1,2028,2028,1623,1623,1640,1699
2953,1,s t m publishers,s t m publishers,0--9916559,2016,2016,1,2029,2029,1624,1624,1151,1177
2955,1,s weiser,s weiser,0--87728,1970,1970,1,2136,2136,1625,1625,1641,1178
2956,1,saddleback educational publishing,saddleback educational publishing,1--62250,2014,2014,1,2026,2026,1626,1626,1642,1700
2957,1,saddleback publishing,saddleback publishing,1--61651,2011,2011,1,2027,2027,1627,1627,1152,1701
2965,1,sage publications india pvt ltd,sage publications india pvt ltd,93--85985,2017,2017,1,2019,2019,1628,1628,1153,1179
2969,1,sagging meniscus,sagging meniscus,1--944697,2016,2016,1,2014,2014,1629,1629,1643,1702
2971,1,saint paul press,saint paul press,0--9825303,2009,2009,1,2013,2013,1630,1630,1644,1703
2972,1,salalm secretariat general library university of new mexico,salalm secretariat general library university of new mexico,0--917617,1990,1990,1,2011,2011,1631,1631,1154,1180
1432,1,grey house publishing,grey house publishing,1--68217,2017,2018,2,130,130,1632,1632,226,226
2973,1,salem press,salem press,1--58765;1--68217;0--89356,1984,2018,3,130,130,1632,1632,226,226
2974,1,salubris resources,salubris resources,1--68067,2015,2015,1,2009,2009,1633,1633,1155,1704
2975,1,salute usa,salute usa,0--9787704,2008,2008,1,2010,2010,1634,1634,1645,1705
2980,1,sandra troux mysteries llc,sandra troux mysteries llc,1--4841,2013,2013,1,2006,2006,1635,1635,1646,1181
2982,1,sapientia press of ave maria university,sapientia press of ave maria university,1--932589,2014,2014,1,2002,2002,1636,1636,1156,1706
2983,1,sarah seidelmann publishing llc,sarah seidelmann publishing llc,0--9882899,2012,2012,1,2001,2001,1637,1637,1157,1182
2984,1,saraydarian institute,saraydarian institute,0--911794,1985,1985,1,2003,2003,1638,1638,1158,1707
2985,1,sas institute,sas institute,1--62959;1--60764;1--55544,1994,2015,3,151,151,1639,1639,231,241
2986,1,sas institute inc,sas institute inc,1--55544,1989,1989,1,151,151,1639,1639,231,241
2987,1,sasc llc,sasc llc,1--937846,2013,2013,1,1998,1998,1640,1640,1159,1183
2989,1,saturday evening post society inc,saturday evening post society inc,0--9666395,1998,1998,1,1997,1997,1641,1641,1647,1708
42,1,abington publishing,abington publishing,1--84569,1994,1994,1,4,4,1642,1642,19,50
49,1,academic press,academic press,1--4832;0--08;1--5225;0--12,1962,2019,51,4,4,1642,1642,70,38
50,1,academic press inc,academic press inc,1--4831;1--4832,1950,1973,5,4,4,1642,1642,62,38
51,1,academic press limited,academic press limited,1--4832,1991,1991,1,4,4,1642,1642,62,38
330,1,baillie re tindall,baillie re tindall,0--7020,2005,2005,1,14,14,1642,1642,127,125
418,1,bh newnes,bh newnes,0--7506,1992,1992,1,4,4,1642,1642,251,250
578,1,business science reference,business science reference,1--5225,2019,2019,1,157,157,1642,1642,153,149
579,1,buttersworth heinemann,buttersworth heinemann,0--12,2015,2015,1,4,4,1642,1642,70,87
580,1,butterworth heineman,butterworth heineman,0--89397;0--7506,1990,1990,1,4,4,1642,1642,251,250
581,1,butterworth heinemann,butterworth heinemann,0--08;0--12;0--7506,1992,2018,10,4,4,1642,1642,251,250
583,1,butterworth scientific ltd,butterworth scientific ltd,1--4831,1985,1985,1,4,4,1642,1642,62,38
697,1,chandos publishing,chandos publishing,0--08,2018,2018,1,4,4,1642,1642,19,38
1128,1,elservier,elservier,0--12,2003,2003,1,4,4,1642,1642,70,87
1129,1,elsevier,elsevier,0--444;0--85709;0--08;1--5225;0--85334;1--299;1--78242;1--907184;1--4831;0--7506;0--323;1--85617;1--4557;0--12,1984,2020,63,4,4,1642,1642,19,50
1130,1,elsevier academic press,elsevier academic press,0--12,2014,2016,3,4,4,1642,1642,70,87
1131,1,elsevier advanced technology,elsevier advanced technology,1--4832,1993,1993,1,4,4,1642,1642,62,38
1132,1,elsevier ap academic press,elsevier ap academic press,0--12,2016,2016,1,4,4,1642,1642,70,87
1134,1,elsevier butterworth heinemann,elsevier butterworth heinemann,1--85617,2009,2009,1,4,4,1642,1642,19,50
1135,1,elsevier inc,elsevier inc,0--323,2017,2017,2,14,14,1642,1642,154,150
1136,1,elsevier ltd,elsevier ltd,0--12,2018,2018,1,4,4,1642,1642,70,87
1137,1,elsevier saunders,elsevier saunders,0--323;1--4557;0--7020;1--4377,2012,2016,7,14,14,1642,1642,127,125
1138,1,elsevier science publishers b v,elsevier science publishers b v,0--444,1992,1992,1,4,4,1642,1642,19,258
1396,1,gpp,gpp,0--12,2015,2015,1,4,4,1642,1642,70,87
1448,1,gulf professional publishing,gulf professional publishing,0--12,2015,2015,1,4,4,1642,1642,70,87
1633,1,horwood publishing,horwood publishing,0--85709,1998,2005,2,4,4,1642,1642,19,50
1694,1,igi global,igi global,1--4666;1--5225,2014,2019,5,157,157,1642,1642,153,149
1695,1,igi publishing,igi publishing,1--4666,2012,2014,7,157,157,1642,1642,153,149
1728,1,information science reference,information science reference,1--4666;1--5225,2014,2019,4,157,157,1642,1642,153,149
1788,1,iste press,iste press,0--08;1--78548,2016,2018,2,213,213,1642,1642,624,623
1789,1,iste press ltd,iste press ltd,1--78548,2016,2018,2,213,213,1642,1642,624,623
1829,1,jai press inc,jai press inc,1--4832,1992,1992,1,4,4,1642,1642,62,38
2163,1,matthew deans,matthew deans,0--323,2016,2016,1,14,14,1642,1642,154,150
2196,1,medical information science reference,medical information science reference,1--5225,2018,2018,1,157,157,1642,1642,153,149
2256,1,morgan kaufmann,morgan kaufmann,0--12,2015,2018,3,4,4,1642,1642,70,87
2260,1,mosby,mosby,0--323;0--7234,1999,2013,3,14,14,1642,1642,154,150
2381,1,north holland,north holland,0--444,1989,1989,1,4,4,1642,1642,19,258
2382,1,north holland pub co,north holland pub co,0--444,1978,1978,1,4,4,1642,1642,19,258
2609,1,pergamon,pergamon,0--444;0--08,1980,1999,3,4,4,1642,1642,19,258
2610,1,pergamon press,pergamon press,1--4831;0--08;1--4832,1964,1995,20,4,4,1642,1642,62,38
2611,1,pergamon press ltd,pergamon press ltd,1--4831;1--4832,1972,1983,2,4,4,1642,1642,62,38
2663,1,pitman publishing,pitman publishing,1--4832,1990,1990,1,4,4,1642,1642,62,38
2990,1,saunders,saunders,0--7216;0--7020,1969,1989,2,14,14,1642,1642,127,125
2991,1,saunders elsevier,saunders elsevier,0--323,2014,2014,1,14,14,1642,1642,154,150
3262,1,syngress,syngress,0--12,2016,2016,1,4,4,1642,1642,70,87
3578,1,w b saunders co,w b saunders co,1--4557,2012,2012,1,14,14,1642,1642,127,125
3682,1,william andrew,william andrew,0--323,2015,2015,1,14,14,1642,1642,154,150
3686,1,william heinemann,william heinemann,1--4831,1966,1966,1,4,4,1642,1642,62,38
3687,1,william heinemann medical books,william heinemann medical books,1--4831,1972,1972,1,4,4,1642,1642,62,38
3719,1,woodhead pub,woodhead pub,0--85709,2013,2013,1,4,4,1642,1642,19,50
3720,1,woodhead publishing,woodhead publishing,0--85709;0--08;1--306;1--84569;1--78242;1--907184;1--4398,2009,2018,9,4,4,1642,1642,19,50
2992,1,savas beatie,savas beatie,1--61121,2018,2018,1,1994,1994,1643,1643,1648,1184
2993,1,saxon pub,saxon pub,0--939798,1987,1987,1,1993,1993,1644,1644,1160,1709
2994,1,sbl press,sbl press,1--58983,2014,2014,1,1992,1992,1645,1645,1161,1185
2998,1,scene by scene,scene by scene,1--910949,2015,2015,1,1989,1989,1646,1646,1649,1710
3000,1,schiffer,schiffer,0--7643,1999,2016,2,266,266,1647,1647,332,337
3002,1,schiffer publishing,schiffer publishing,0--7643,2016,2016,1,266,266,1647,1647,332,337
3003,1,schiffer publishing ltd,schiffer publishing ltd,0--7643,2012,2018,4,266,266,1647,1647,332,337
3001,1,schiffer pub,schiffer pub,0--88740,2000,2000,1,1988,1988,1648,1648,1162,1186
3005,1,schmul pub co,schmul pub co,0--88019,1999,1999,1,1995,1995,1649,1649,1163,1711
3007,1,scholarly editions,scholarly editions,1--4649,2012,2012,2,265,265,1650,1650,333,338
3008,1,scholarly media,scholarly media,1--4649,2012,2012,2,265,265,1650,1650,333,338
3010,1,scholarlyeditions,scholarlyeditions,1--4649,2012,2012,23,265,265,1650,1650,333,338
3009,1,scholarly press,scholarly press,0--403,1976,1976,1,1983,1983,1651,1651,1650,1712
3013,1,scholastic canada,scholastic canada,1--4431,2010,2010,1,341,341,1652,1652,451,575
3014,1,scholastic canada ltd,scholastic canada ltd,1--4431,2016,2017,2,341,341,1652,1652,451,575
3017,1,scholastic ltd,scholastic ltd,1--910173,2015,2015,1,1973,1973,1653,1653,1651,1713
3022,1,school of american research press,school of american research press,0--933452,2007,2007,1,1970,1970,1654,1654,1652,1714
3023,1,school of education university of durham,school of education university of durham,1--870268,1988,1988,1,1969,1969,1655,1655,1164,1187
3026,1,science and behavior books,science and behavior books,0--8314,1970,1970,1,1996,1996,1656,1656,1653,1715
3027,1,scm press,scm press,0--334,1989,2018,5,2022,2022,1657,1657,1165,1188
3028,1,scott publications,scott publications,0--916809,1987,1987,1,1967,1967,1658,1658,1166,1189
3030,1,scottish record society,scottish record society,0--902054,2016,2016,1,1965,1965,1659,1659,1654,1190
3031,1,scribe,scribe,1--925713;1--911617,2018,2018,1,529,529,1660,1660,453,576
3032,1,scribe's closet publications,scribe's closet publications,0--9832570,2011,2011,1,1961,1961,1661,1661,1167,1191
3035,1,sea to sea publications,sea to sea publications,1--59771,2009,2009,1,1964,1964,1662,1662,1168,1192
3036,1,seaforth,seaforth,1--84832,2011,2011,1,1956,1956,1663,1663,1655,1716
2586,1,pen and sword military,pen and sword military,1--78383;1--5267,2005,2019,2,85,85,1664,1664,215,215
3037,1,seaforth publishing,seaforth publishing,1--78383;1--78346,2009,2011,2,85,85,1664,1664,215,215
3038,1,seagull books,seagull books,1--906497;0--85742,2010,2018,2,349,349,1665,1665,454,577
3039,1,seal press,seal press,1--58005,2013,2014,2,1954,1954,1666,1666,1656,1717
3040,1,search press,search press,1--78221;1--84448,2012,2018,2,338,338,1667,1667,568,578
3041,1,seastone,seastone,1--56975,1998,1998,1,1949,1949,1668,1668,1169,1193
3042,1,secker and warburg,secker and warburg,0--436,1960,1981,2,1948,1948,1669,1669,1170,1718
3043,1,second chance press,second chance press,0--933256,1988,1988,1,1947,1947,1670,1670,1657,1719
3044,1,secret acres,secret acres,0--9991935,2018,2018,1,1950,1950,1671,1671,1658,1720
3045,1,select editions,select editions,1--85648,1993,1993,1,1946,1946,1672,1672,1659,1721
3046,1,self counsel press,self counsel press,1--77040;0--88908,1991,2014,2,528,528,1673,1673,455,579
3047,1,self programmed control press,self programmed control press,0--9601926,1981,1981,1,1951,1951,1674,1674,1171,1722
3048,1,selfless self press,selfless self press,0--9928756,2015,2015,1,1958,1958,1675,1675,1172,1194
3049,1,seminary press,seminary press,0--912832,1979,1979,1,1943,1943,1676,1676,1660,1723
3050,1,sense publishers,sense publishers,94--6300;94--6209,2013,2015,2,366,366,1677,1677,456,580
3051,1,serindia,serindia,0--906026,1981,1981,1,1944,1944,1678,1678,1173,1724
3053,1,serpentine galleries,serpentine galleries,3--96098;1--908617,2017,2017,1,354,354,1679,1679,569,458
3054,1,settlement house,settlement house,0--9859468,2016,2016,1,1939,1939,1680,1680,1174,1725
3055,1,seven seas entertainment,seven seas entertainment,1--62692,2017,2017,2,344,344,1681,1681,570,459
3056,1,seven seas entertainment llc,seven seas entertainment llc,1--62692,2016,2016,1,344,344,1681,1681,570,459
3057,1,severn house,severn house,1--84751;0--7278,1987,2019,12,129,129,1682,1682,232,235
3058,1,severn house large print,severn house large print,0--7278,2005,2018,4,129,129,1682,1682,232,235
3059,1,severn house publishers ltd,severn house publishers ltd,0--7278,2016,2016,1,129,129,1682,1682,232,235
3060,1,sfk press,sfk press,0--9979518,2017,2018,2,1937,1937,1683,1683,1661,1195
3062,1,shadow mountain,shadow mountain,1--62972;1--60908,2012,2018,2,345,345,1684,1684,457,581
3063,1,shambhala,shambhala,1--61180,2015,2015,1,1929,1929,1685,1685,1662,1726
