"Publisher","ID","ISBN","group","walktrap","louvain","infomap"
"daw books inc",881093867,"0--7564",752,317,497,327
"dba books",893494972,"0--9605276",753,1722,498,1465
"dc comics",874141592,"1--4012",754,330,499,298
"dc comics",872982127,"1--4012",754,330,499,298
"dc comics",818866355,"1--4012",754,330,499,298
"ddc pub",48497849,"1--56243",755,1720,500,723
"de gruyter",6863466,"3--11",756,35,501,48
"de gruyter",896600435,"1--61451",756,35,501,48
"de gruyter",650442677,"3--11",756,35,501,48
"de gruyter",1021393899,"3--11",756,35,501,48
"de gruyter",1054867739,"3--11",756,35,501,48
"de gruyter",5313496,"3--11",756,35,501,48
"de gruyter",910431812,"1--61451",756,35,501,48
"de gruyter",867757877,"3--11",756,35,501,48
"de gruyter",1019910051,"3--11",756,35,501,48
"de gruyter",887703198,"3--11",756,35,501,48
"de gruyter",914520444,"1--61451",756,35,501,48
"de gruyter",909893007,"3--11",756,35,501,48
"de gruyter",1041757963,"3--11",756,35,501,48
"de gruyter",908830198,"3--11",756,35,501,48
"de gruyter",881399634,"3--11",756,35,501,48
"de gruyter mouton",880450901,"1--61451",757,35,501,48
"de gruyter mouton",870665317,"1--61451",757,35,501,48
"de gruyter oldenbourg",1091682898,"3--11",758,35,501,48
"de gruyter open",924645186,"3--11",759,35,501,48
"dean street press",960961185,"1--911095",760,1712,502,1466
"dean street press",960962240,"1--911095",760,1712,502,1466
"dedalus press",794296852,"1--906614",761,1706,503,1467
"del rey",1061292796,"0--345",762,17,228,23
"del rey",1053812125,"0--399",762,17,228,23
"del rey",961694925,"0--345",762,17,228,23
"dell",29568897,"0--440",763,17,430,35
"dell",881490195,"0--345",763,17,430,35
"dell",842857866,"1--299",763,17,430,35
"dell",24309602,"0--440",763,17,430,35
"dell",778153497,"0--440",763,17,430,35
"dell",24400164,"0--440",763,17,430,35
"dell",507230296,"0--440",763,17,430,35
"dell",7079328,"0--385",763,17,430,35
"dell",890356268,"0--440",763,17,430,35
"dell",30024426,"0--440",763,17,430,35
"dell",25330801,"0--440",763,17,430,35
"dell",779079701,"0--440",763,17,430,35
"dell",859030030,"0--440",763,17,430,35
"dell",41021781,"0--385",763,17,430,35
"dell",459674696,"0--440",763,17,430,35
"dell",10158848,"0--440",763,17,430,35
"dell",176924988,"0--440",763,17,430,35
"dell",503384198,"0--440",763,17,430,35
"dell",928107676,"1--101",763,17,430,35
"dell",9276970,"0--440",763,17,430,35
"dell",24680828,"0--440",763,17,430,35
"dell",20244199,"0--440",763,17,430,35
"dell",773254894,"0--440",763,17,430,35
"dell",20064987,"0--385",763,17,430,35
"dell",33016231,"0--440",763,17,430,35
"dell",22465851,"0--440",763,17,430,35
"dell",26226762,"0--440",763,17,430,35
"dell",16073268,"0--440",763,17,430,35
"dell",77528979,"0--440",763,17,430,35
"dell",7677936,"0--440",763,17,430,35
"dell pub",18092814,"0--440",764,17,430,35
"dell pub",11578474,"0--440",764,17,430,35
"dell pub",22755051,"0--440",764,17,430,35
"dell pub",32417320,"0--440",764,17,430,35
"dell pub",646692891,"0--440",764,17,430,35
"dell pub",11573079,"0--440",764,17,430,35
"dell pub",14550857,"0--440",764,17,430,35
"dell pub co",38861623,"0--440",765,17,430,35
"dell yearling",51847128,"0--679",766,17,430,58
"dell yearling",712203255,"0--307",766,17,430,58
"dell yearling",924539334,"0--385",766,17,430,58
"delta",226387094,"0--385",767,17,430,59
"demos medical",910948538,"1--62070",768,1689,504,724
"dempsey parr",50756531,"0--7525",769,87,505,187
"dempsey parr",435654280,"1--84084",769,87,505,187
"denise vitola",913958988,"1--4404",770,1688,506,1468
"dent",317323349,"0--460",771,443,507,429
"dent",4416757,"0--460",771,443,507,429
"derrydale books",19955032,"0--517",772,175,430,97
"derrydale press",1054389908,"0--924357",773,349,508,328
"des publishing",879641843,"0--615",774,176,121,65
"deseret book",828143280,"1--60907",775,284,509,430
"deseret book",517972234,"1--60641",775,284,509,430
"deseret book co",366468931,"0--87747",776,320,510,479
"deseret book company",1040036586,"0--87579",776,320,510,479
"destiny image publishers",858964508,"0--7684",777,1675,511,1469
"deutsch",31167517,"0--233",778,1667,512,1470
"deutsch",226575252,"0--233",778,1667,512,1470
"deutscher taschenbuch verlag",39461375,"3--423",779,1665,513,1471
"developmental studies center",884576990,"1--61003",780,1663,514,725
"dewi lewis publishing",1000599034,"1--911306",781,325,515,329
"dey st",930824876,"0--06",782,17,711,2
"dey st",1015777085,"0--06",782,17,711,2
"dharma pub",7989080,"0--913546",783,1658,516,1472
"dial books for young readers",880941148,"0--8037",784,88,517,101
"dial books for young readers",12769541,"0--8037",784,88,517,101
"dial books for young readers",1089560599,"0--8037",784,88,517,101
"dial books for young readers",967586193,"0--7352",784,88,517,101
"dial books for young readers",16404187,"0--8037",784,88,517,101
"dial books for young readers",10654790,"0--8037",784,88,517,101
"dial press",213494176,"0--7394",785,17,1409,72
"diane craver",890598658,"1--4793",786,1650,518,1473
"digital pulps",1019872395,"0--692",787,61,726,11
"discovery house",32746510,"0--929239",788,1657,519,1474
"disney",86109336,"0--7868",789,17,1766,14
"disney editions",960816967,"1--4847",790,191,1766,69
"disney hyperion",917345056,"1--4847",792,191,1766,69
"disney hyperion",913556868,"1--4847",792,191,1766,69
"disney hyperion books",886490954,"1--4847",793,191,1766,69
"disney press",779056917,"1--59961",791,120,1590,186
"diversion books",908245478,"1--62681",794,1638,520,726
"dk",1079855534,"1--4654",795,10,1000,176
"dk eyewitness travel",933441132,"1--4654",796,10,1000,176
"dk publishing",1048253832,"1--4654",797,10,1000,176
"dk publishing",1091633724,"1--4654",797,10,1000,176
"dk publishing",891617571,"1--4654",797,10,1000,176
"dk publishing",944381932,"1--4654",797,10,1000,176
"dk publishing",934038232,"1--4654",797,10,1000,176
"dk publishing",959535747,"1--4654",797,10,1000,176
"dk publishing",960494857,"1--4654",797,10,1000,176
"dk publishing",1030964450,"1--4654",797,10,1000,176
"do sustainability",932049062,"1--909293",815,1604,531,1478
"dog ear publishing",949837104,"1--4575",798,1629,521,727
"dog ear publishing",964934473,"1--4575",798,1629,521,727
"dogwise publishing",890808034,"1--61781",799,1628,522,728
"dolmen press",639842681,"0--85105",800,1625,523,1475
"dolmen press",958623681,"0--85105",800,1625,523,1475
"dominie press",164382945,"0--7685",801,1626,524,729
"dorchester",26861787,"0--8439",802,220,525,207
"dorchester pub co",34002476,"0--8439",803,220,525,207
"dorling kindersley",1029605181,"0--241",804,42,1390,88
"dorling kindersley",1018481845,"0--241",804,42,1390,88
"dorling kindersley",919191697,"1--86466",804,42,1390,88
"dorling kindersley",317647196,"0--7894",804,42,1390,88
"dorling kindersley",780567676,"1--4053",804,42,1390,88
"dorling kindersley",905952213,"0--241",804,42,1390,88
"dorling kindersley limited",956770916,"0--241",805,42,1390,88
"dorling kindersley ltd",54624577,"0--86288",805,42,1390,88
"dorrance publishing co",946693588,"1--4809",806,1614,526,1476
"dorrance publishing co inc",913794831,"0--8059",807,1615,527,730
"doubleday",70045754,"0--385",808,17,430,59
"doubleday",22344800,"0--385",808,17,430,59
"doubleday",1016104302,"0--385",808,17,430,59
"doubleday",222036878,"0--385",808,17,430,59
"doubleday",36358426,"0--385",808,17,430,59
"doubleday",4782952,"0--385",808,17,430,59
"doubleday",1002656219,"0--385",808,17,430,59
"douglas and mcintyre",47441439,"0--88899",809,1611,528,731
"dover",816925422,"0--486",810,181,529,130
"dover",708409280,"0--486",810,181,529,130
"dover pub inc",628942890,"0--486",811,181,529,130
"dover publications",1002014130,"0--486",812,181,529,130
"dover publications",422162860,"0--486",812,181,529,130
"dover publications",423066697,"0--486",812,181,529,130
"dover publications",301239252,"0--486",812,181,529,130
"dover publications",950051249,"0--486",812,181,529,130
"dover publications",892516763,"0--486",812,181,529,130
"dover publications",10189,"0--486",812,181,529,130
"dover publications",7522518,"0--486",812,181,529,130
"dover publications inc",1041893028,"0--486",813,181,529,130
"downtown bookworks",853310440,"1--935703",814,1623,530,1477
"dragonfly books",259202536,"0--385",816,17,430,59
"dramatists play service",4654853,"0--8222",817,336,532,293
"dramatists play service",1071075185,"0--8222",817,336,532,293
"dramatists play service",953887095,"0--8222",817,336,532,293
"dramatists play service",1006444107,"0--8222",817,336,532,293
"dramatists play service inc",891146664,"0--8222",818,336,532,293
"drdoctor",1035212911,"0--9998170",819,1596,533,732
"dreamspinner press",897206378,"1--63216",820,434,534,330
"dreamspinner press",1010998556,"1--64080",820,434,534,330
"duane paulsen",1091628375,"0--9894202",821,1599,535,733
"duckworth",492809832,"0--7156",822,129,301,221
"duke classics",872369760,"1--62011",823,1586,536,734
"duke university press",608430663,"0--8223",824,8,861,1977
"duke university press",680412313,"1--283",824,8,861,1977
"duke university press",899275782,"0--8223",824,8,861,1977
"duke university press",893681518,"0--8223",824,8,861,1977
"duke university press",904248585,"0--8223",824,8,861,1977
"duke university press",1097098278,"0--8223",824,8,861,1977
"duke university press",867916524,"0--8223",824,8,861,1977
"duke university press",903558503,"0--8223",824,8,861,1977
"dunedin academic press ltd",1078945187,"1--78046",825,1579,537,1479
"duo press",1048892729,"1--947458",826,1578,538,735
"dutton",931030656,"0--451",827,17,1390,92
"dutton",1104027,"0--87690",827,17,1390,92
"dutton",904562566,"0--525",827,17,1390,92
"dutton",10849847,"0--525",827,17,1390,92
"dutton books",1010969591,"0--525",828,17,1390,92
"dutton children's books",29825720,"0--14",829,17,1390,92
"dutton children's books",795365328,"0--525",829,17,1390,92
"dutton children's books",1038168402,"0--525",829,17,1390,92
"dynamic learning",891385445,"1--4718",830,56,539,78
"dynamite entertainment",1057019194,"1--5241",831,340,540,331
"dynamite entertainment",1076746203,"1--5241",831,340,540,331
"dynamite entertainment",884304269,"1--60690",831,340,540,331
"e and f n spon",243518370,"0--665",832,11,1166,1975
"e and f n spon",494683263,"0--419",832,11,1166,1975
"e arnold",301676572,"0--7131",836,1549,543,736
"e artnow",872364344,"80--7484",834,1564,541,555
"e artnow",873815442,"80--7484",834,1564,541,555
"e ditions du cerf",918632463,"2--204",934,1292,604,1506
"e ditions rodopi",877854585,"90--420",935,174,605,133
"e elgar",899260736,"1--78195",837,81,544,20
"e elgar",871254352,"1--78347",837,81,544,20
"e elgar",863500372,"1--78254",837,81,544,20
"e elgar",1027996642,"1--84064",837,81,544,20
"e elgar pub",1027990247,"1--78100",838,81,544,20
"e elgar pub",22665301,"1--85278",838,81,544,20
"e elgar publishing",904974672,"1--78347",838,81,544,20
"e f babbage",85746806,"0--665",840,3,1166,4
"e j brill",17875240,"90--04",841,85,1030,87
"e mellen press",494297796,"0--7734",839,1526,545,1481
"e p dutton",855945679,"0--525",842,17,1390,92
"e reads",64449085,"0--7592",835,1552,542,1480
"e reads",52297629,"0--7592",835,1552,542,1480
"e t calvert",1044741242,"0--9993768",843,1518,546,1482
"e typographeo clarendoniano",952214577,"0--19",833,96,141,45
"eagle trail press",908836441,"0--9851876",844,1519,547,737
"earth love pub house",414936586,"0--9628190",845,1513,548,738
"earth world books",1011592375,"1--4107",846,1510,549,1483
"earthscan",1002305434,"1--84407",847,11,1239,1987
"earthscan",493475157,"1--84407",847,11,1239,1987
"earthscan",822531849,"1--84407",847,11,1239,1987
"earthscan",1072002851,"1--138",847,11,1239,1987
"earthscan",893672660,"0--203",847,11,1239,1987
"earthscan",493841283,"1--84407",847,11,1239,1987
"east west publications",869147053,"0--85692",848,1503,550,739
"eastern press",13903921,"0--939758",849,1493,551,1484
"eastman kodak company",840071232,"0--87985",850,1504,552,1485
"ebaru pub house",761733478,"1--58927",851,1487,553,1486
"ecco",850180712,"0--06",852,17,711,2
"ecco",612856582,"0--06",852,17,711,2
"ecpr press",1083236760,"1--910259",853,363,554,431
"ecpr press",1023143446,"1--78552",853,363,554,431
"ecpr press",1048764476,"1--910259",853,363,554,431
"edc pub",1043706528,"1--58086",854,41,1745,53
"edc pub",857811346,"1--60130",854,41,1745,53
"edc pub",965597777,"0--7945",854,41,1745,53
"edc publishing",960216076,"0--7945",854,41,1745,53
"edc publishing",936485997,"1--60130",854,41,1745,53
"edcon publishing",1085677615,"1--55576",855,1474,555,740
"edgar elgar publishing",903975395,"1--78471",838,81,544,20
"edinburgh university press",1009247699,"1--4744",856,17,556,183
"edinburgh university press",919002854,"0--7486",856,17,556,183
"edinburgh university press",880877882,"0--7486",856,17,556,183
"edinburgh university press",874965615,"0--7486",856,17,556,183
"edinburgh university press",850161634,"1--299",856,17,556,183
"edinburgh university press",8347853,"0--85224",856,17,556,183
"edinburgh university press",891125208,"0--7486",856,17,556,183
"edinburgh university press",944239237,"0--7486",856,17,556,183
"edinburgh university press",876160881,"0--7486",856,17,556,183
"edinburgh university press",1011551679,"1--4744",856,17,556,183
"edinburgh university press",1076230248,"1--4744",856,17,556,183
"edinburgh university press",1039935530,"1--4744",856,17,556,183
"edinburgh university press",26237733,"0--7486",856,17,556,183
"edinburgh university press",856980999,"0--7486",856,17,556,183
"edinburgh university press",1004539151,"1--4744",856,17,556,183
"edinburgh university press",883987643,"0--85224",856,17,556,183
"edinburgh university press",1047634251,"1--4744",856,17,556,183
"edinburgh university press",936350931,"1--4744",856,17,556,183
"edinburgh university press",1048883663,"1--4744",856,17,556,183
"edinburgh university press",1065660038,"1--4744",856,17,556,183
"edisyon perledesantilles",1077290829,"0--9984877",857,1463,557,1487
"editora ufsc",892843163,"85--328",858,1462,558,741
"editorial concordia",297464229,"0--7586",859,1467,559,742
"editorial planeta colombiana",51938820,"958--42",860,1460,560,1488
"editorial unilit",40412209,"1--56063",861,1458,561,1489
"editorial universidad del rosario",1007376035,"958--738",862,1455,562,743
"edmond e seay iii",936047565,"1--5032",863,1450,563,1490
"educators publishing service",949869510,"0--8388",864,1449,564,744
"edward elgar",1028008638,"1--84980",837,81,544,20
"edward elgar",1028005320,"1--85898",837,81,544,20
"edward elgar",1027980649,"1--84376",837,81,544,20
"edward elgar",1044504307,"1--78254",837,81,544,20
"edward elgar",825559657,"1--84376",837,81,544,20
"edward elgar",647835175,"1--84980",837,81,544,20
