ID,ISBN,Publisher
4448466,0--88225,newsweek books
932017173,1--5040,open road integrated media inc
904426800,1--336,random house
35954357,1--56333,hard candy books
952734245,0--9799255,wild goose publishing
900710834,0--8016,c v mosby company
953737495,94--007,springer
961554906,1--60732,university press of colorado
311319911,0--06,harper
1062257723,0--7456,polity press
1062275720,1--938921,american college of physicians
494227182,0--7425,rowman and littlefield
1008525630,0--9544613,cranley gallery
1090361228,0--07,mcgraw hill international book co
908674784,1--4723,parragon
22299376,0--936331,utah geographic series inc
1043461267,1--55035,on the mark press
880942709,0--425,berkley sensation
1097134168,1--316,cambridge university press
493220172,0--521,cambridge university press
605057615,0--521,cambridge university press
871239678,1--84842,nick hern
907158513,1--62617,bellwether media
907158513,0--531,bellwether media
866887295,0--7126,pimlico
123190303,0--14,penguin books
889548419,0--323,elsevier saunders
889548419,0--7020,elsevier saunders
1046982541,1--59932,advantage
1066043431,0--226,university of chicago press
37578475,1--56459,kessinger pub co
1007555583,1--317,routledge
419859299,0--06,harperluxe
788140237,0--8264,continuum
1082706871,0--665,c h kelly
874171693,1--315,routledge
882738634,0--9897532,etruscan press
1019966757,1--62414,page street publishing co
945656138,0--7534,kingfisher
876044374,981--4411,pan stanford publishing
1020208650,1--250,forge
429377498,0--86068,virago press
702944807,0--262,m i t press
1098250345,1--925278,world patrick white intellectual heritage australia
847842670,0--07,mcgraw hill education
949997280,1--137,palgrave macmillan
1032566219,1--63391,westphalia press
33999990,0--446,warner
1084328153,0--316,little brown and company
520793345,0--7636,candlewick press
520793345,1--4131,candlewick press
929952576,1--137,palgrave macmillan
1098061306,1--949471,jojoba press
610419324,0--19,oxford university press
1026428050,1--937785,pragmatic bookshelf
320856996,0--684,simon and schuster
47104072,0--345,ballantine books
758780280,1--84755,royal society of chemistry
1062199392,1--78165,my lap shop publishers
1080589832,0--692,wisdom paws
959330820,1--78676,burleigh dodds science publishing
441328867,0--7126,pimlico
929898378,0--415,routledge
1089614962,0--545,scholastic
635566291,0--665,hurd and houghton
301410239,0--15,harcourt brace and world
953386915,1--5026,cavendish square publishing
905709445,1--5031,eraldo lucero
1041614366,1--78450,jessica kingsley publishers
1057650332,0--19,oxford university press
299780152,0--88410,ballinger publishing
758948992,90--481,springer
910360735,1--4215,viz media llc
1016104761,0--226,university of chicago press
1007412840,0--544,houghton mifflin harcourt
48584554,1--56025,thunder's mouth press
921912465,0--387,springer
25698342,0--571,faber and faber
1046105431,0--367,routledge taylor and francis group
1017933330,1--61438,american bar association
891381372,0--544,houghton mifflin harcourt
905863014,1--4008,princeton university press
932115772,0--571,faber and faber
31951784,0--449,fawcett books
838150365,1--4775,createspace
263621860,0--471,wiley
32846203,0--517,derrydale books
1035811992,1--5090,ieee
859040361,0--679,modern library
952022143,0--14,penguin books
365575568,0--8371,greenwood press
20490699,0--9618828,bettis and associates
1043929552,0--7566,dorling kindersley
904883180,1--59643,roaring brook press
898892957,0--12,buttersworth heinemann
1082841190,1--4426,university of toronto press
310965329,0--7414,infinity publishing com
767671840,1--61758,abdo pub co
881468741,1--4299,st martin's press
1014210357,0--415,routledge
1014210357,1--315,routledge
1014210357,1--317,routledge
937902781,0--06,harperone
262892411,1--4019,hay house inc
816030879,1--4215,viz media
40880217,0--449,ballantine books
77420743,0--665,a m thayer
780709318,0--8223,duke university press
1016052096,1--893654,box turtle press
1014266357,0--307,pantheon books
18217909,0--8245,crossroad pub co
1055621127,1--78221,search press
938224357,1--57859,visible ink press
841515696,1--118,wileys
1019338122,0--316,little brown
1039225113,1--138,routledge
1007037239,1--138,routledge
874173675,2--7420,john libbey eurotext
1020024492,1--63487,cognella academic publishing
1005913941,1--84018,mainstream
868970152,0--8478,rizzoli
809750422,1--56052,crisp learning
49995564,1--58500,1st books library
896225515,0--394,vintage books
937878591,0--19,oxford univ press
1000392106,1--55365,douglas and mcintyre
874154769,0--203,routledge
878148753,1--4832,academic press
52133716,0--9719369,gateway program evergreen state college
3072393,0--904508,cranford press
758485346,1--84879,castle street press
647925859,0--511,cambridge university press
14273099,0--312,st martin's press
961500479,1--4832,pitman publishing
39002079,1--887923,rainbow pub
665137599,0--521,cambridge university press
630608582,0--939798,saxon pub
1037225547,0--89621,thorndike press
1005687768,1--68177,pegasus books
1021883492,1--5449,hillary devisser
224676174,0--9741028,strategy perspective
16131965,1--55504,chivers press
16131965,0--7451,chivers press
900243847,0--8047,stanford university press
53094058,1--4420,harcourt
53094058,0--15,harcourt
1041146367,0--07,mcgraw hill education
797374363,0--9643555,star publishing
907542762,0--471,john wiley and sons
966482656,1--138,routledge
71400349,0--06,random
826444703,1--4549,sterling
950958609,1--78491,archaeopress publishing ltd
30527992,0--446,warner books
938224532,1--60309,top shelf
26341512,0--14,penguin
26341512,0--525,penguin
1030703906,0--226,university of chicago press
35313126,0--440,dell pub
902697988,1--84444,mantra lingua
1076626592,1--905319,british small animal veterinary association
44951266,1--55753,purdue university press
924038576,1--4094,ashgate
962010037,1--4725,bloomsbury academic
912401597,0--7391,lexington books
1017830993,1--4215,viz media llc
752320696,90--272,john benjamins publishing company
23201316,0--380,avon books
950930481,1--62897,dalkey archive press
924451599,0--14,puffin books
4676283,0--06,harper and row
830028445,0--309,national academies press
1033633633,1--4059,penguin books
933753992,0--399,wheeler pub
1007929687,0--334,scm press
659729962,1--935096,chicken soup for the soul publishing llc
1020025101,1--948195,humanum academic press
587098370,1--61566,tate publishing and enterprises
900548344,1--305,cengage learning
966395425,1--78663,verso
612878190,0--415,routledgecurzon
1078424014,1--947857,kodesh press l l c
493530580,0--415,routledge
924281938,0--9861672,ahf publishing
869196613,1--84541,channel view publications
1097138279,1--78570,oxbow books
187974508,0--06,laura geringer books
298105146,0--8263,university of new mexico press
3003117,0--8161,g k hall
1001920241,0--631,b blackwell
123168508,0--631,b blackwell
939552953,1--5231,american institute of aeronautics and astronautics
939552953,1--62410,american institute of aeronautics and astronautics
945582215,1--4381,facts on file
868414539,0--306,consultants bureau
1082577266,0--665,j c holmes
615775275,0--7858,crestline
704466866,0--14,penguin books
492557242,0--86656,haworth press
958383998,1--138,routledge
1051117075,1--58834,smithsonian books
1010501650,0--9893576,catechetical institute franciscan university
1075311942,0--534,thomson wadsworth
889253025,1--4008,princeton university press
871061709,1--61296,black rose writing
220426190,0--7089,thorpe
1047575563,1--349,palgrave macmillan
1047575563,1--137,palgrave macmillan
872369752,1--62013,duke classics
1042353389,93--85985,sage publications india pvt ltd
889314824,1--60917,michigan state university press
889314824,1--61186,michigan state university press
1055285551,1--61325,cartech books
491141490,1--58044,medieval institute publications
905921397,1--4988,gideon informatics
20109322,0--916809,scott publications
923202914,0--85754,red fox
16697152,0--7089,f a thorpe
1001920241,0--631,b blackwell
223778538,1--84197,howes
1084735567,0--7494,kogan page limited
894375390,0--9941764,fiona crotty smith
1085545541,1--7233,hope meadow publishing
670109077,0--14,penguin
1083672698,0--7490,allison and busby
17310159,0--909209,peacock publications
607263013,1--85648,select editions
950236035,1--62088,youthplays
1097122438,1--351,routledge
505716013,0--8052,schocken books
800806166,1--4063,walker books
780270323,0--7388,xlibris
1029259207,1--138,routledge
868573144,981--4415,world scientific
910502221,1--78528,packt publishing
13571228,0--403,scholarly press
38016169,0--312,st martin's paperbacks
720899746,0--07,mcgraw hill
875090668,0--8266,merkos l'inyonei chinuch
1009053701,3--11,de gruyter oldenbourg
860991846,1--59407,association of research libraries
17621703,0--943920,timberline press
1065931458,1--62097,new press
1029031963,1--137,palgrave macmillan
1046654609,1--4939,humana press
886673123,1--138,routledge taylor and francis group
2855699,0--340,hodder paperbacks
883672395,1--4199,ellora's cave publishing inc
907181357,0--310,zonderkidz
1015201887,0--7844,american society of civil engineers
818953865,1--938461,pointed leaf press llc
1058873787,1--61044,russell sage foundation
1055286438,1--9845,xlibris
1057335262,1--78344,andersen press
496239548,0--245,chambers harrap publ
917599451,0--698,puffin books
1058985953,0--7277,ice publishing
24815210,0--440,trumpet club
964870547,0--88133,waveland press
31176311,0--7136,and c black
31176311,0--393,and c black
861959569,1--84391,hesperus press limited
889304079,1--4724,gower
889304079,1--317,gower
898329436,0--85786,canongate
858941238,0--698,berkley books
494222512,1--55849,university of massachusetts press
1053909562,0--448,grosset and dunlap
7540753,0--345,ballantine
874725447,1--4094,ashgate
965875768,1--84188,weidenfeld and nicolson
834937962,0--8101,northwestern university press
1058865851,94--009,chapman and hall
880453987,1--4698,lippincott williams and wilkins
914250119,1--78112,barrington stoke
828690727,1--906994,tindal street
936411432,1--908030,soaring penguin press
53056427,0--374,farrar straus and giroux
26047597,0--88908,self counsel press
835004684,2--503,arizona center for medieval and renaissance studies
835004684,0--86698,arizona center for medieval and renaissance studies
853068759,1--933823,mage publishers mage publishers inc
1058285703,1--137,palgrave macmillan
908308435,1--927958,figure 1
911058708,0--8014,cornell university
908150422,1--63459,west
1048784653,0--7923,kluwer academic publishers
1048784653,90--247,kluwer academic publishers
890005294,1--118,iste
890005294,1--84821,iste
890005294,1--119,iste
951461885,1--4724,ashgate
882247846,1--910266,new generation publishing
54386341,0--86288,greenwich
872671938,0--9576725,rcb publications
884351400,1--57912,crime club collins
884351400,0--00,crime club collins
884351400,0--451,crime club collins
945357261,1--63215,image comics inc
52329889,0--312,st martin's paperbacks
1047530792,0--226,university of chicago press
1046067189,0--9729467,dollard publishing company inc
904314305,0--8229,university of pittsburgh press
33093877,0--684,simon and schuster
12989497,0--412,chapman and hall
22899339,0--515,jove publications
889252303,1--4008,princeton university press
855283473,0--405,arno press
1042130238,1--118,wiley
9370849,0--8028,w b eerdmans pub co
1063660783,1--4747,raintree
939501959,1--78032,zed books
922952317,1--78398,packt publishing
1067234776,1--138,routledge
1067234776,1--315,routledge
895734448,0--13,pearson education inc
895734448,0--321,pearson education inc
1035311195,1--5321,abdo zoom
915040506,1--118,wiley
899004226,1--4832,academic press
1038725249,1--911282,library ofcongress
53815624,1--58180,north light
452014,0--304,scribner
958485976,1--4431,scholastic canada ltd
1028753982,1--84339,water environment research foundation
951101408,1--315,routledge taylor and francis group
951101408,1--317,routledge taylor and francis group
905346966,0--582,routledge
905346966,1--315,routledge
301527216,0--691,princeton university press
233992368,0--451,penguin books
1017660930,1--338,scholastic inc
952457544,1--118,wiley
893678159,1--4649,scholarlyeditions
457247466,0--13,pearson education
